index,source,source link,hosted link,screenshot link
25,mr.okboomer,https://www.tiktok.com/@mr.okboomer/video/6857225001129610501?_d=secCgsIARCbDRgBIAIoARI%2BCjy%2B5fVotf7Ia0ZPUPZd%2Bt%2B4eIkYj2Aq06xSaI2wH7lq1FjS1SfjdcibyHO5MmgWywh4s57bJagaC3jkfykaAA%3D%3D&language=en&preview_pb=0&share_item_id=6857225001129610501&timestamp=1596643230&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
26,logantheempress.javier,https://www.tiktok.com/@logantheempress.javier/video/6857341498799738118?_d=secCgsIARCbDRgBIAIoARI%2BCjzh%2FdAclgoiD4L%2BaY4KuxhQdVFsi9fe5kJ%2F4ap7G6eP19ch0N6vY9B6gG%2FfmPxfx1MsqxpyQFeswwF%2FGnIaAA%3D%3D&language=en&preview_pb=0&share_item_id=6857341498799738118&timestamp=1596643441&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
27,pragmaticideals,https://www.tiktok.com/@pragmaticideals/video/6857225953815366918?_d=secCgsIARCbDRgBIAIoARI%2BCjy8dPPy2AGcqbb96VayGJfjq3Gg%2BwmwqPb9Y3pUzpPNDdbGAs5ZaeN9c1YpqH%2BxmfONcTTZVQGqYdDDc04aAA%3D%3D&language=en&preview_pb=0&share_item_id=6857225953815366918&timestamp=1596643616&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
28,winniehurd,https://www.tiktok.com/@winniehurd/video/6857367638922775814?_d=secCgsIARCbDRgBIAIoARI%2BCjxC42pRm%2FYh%2BKLzdUEYyrV32iKf1%2FERZUDWISO%2FH1yzpGjWAdohSZv8aAbQeGm5BT6cYyDEC4o5TXePw7UaAA%3D%3D&language=en&preview_pb=0&share_item_id=6857367638922775814&timestamp=1596643771&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
29,victoriahammett,https://www.tiktok.com/@victoriahammett/video/6857215441119563014?_d=secCgsIARCbDRgBIAIoARI%2BCjxAv2vUTPWHZYT3icrWNxP9tA17YPCTZ4ernTzV3lDkTf0APo6Li6wvVQnfnFvXD%2FErPbtqUBsLtieYCScaAA%3D%3D&language=en&preview_pb=0&share_item_id=6857215441119563014&timestamp=1596643968&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
30,tallskinnyali,https://www.tiktok.com/@tallskinnyali/video/6857229187330133253?_d=secCgsIARCbDRgBIAIoARI%2BCjzTi85BxXX%2BjFAyWWBEpAmPgEP%2BmyEG1nXWdHFGDAQrq8yqev9Y9PayL%2FEvDkpHWsB19Zf7SU4katJqpt0aAA%3D%3D&language=en&preview_pb=0&share_item_id=6857229187330133253&timestamp=1596644162&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
31,fatraco0n,https://www.tiktok.com/@fatraco0n/video/6857283891431083269?_d=secCgsIARCbDRgBIAIoARI%2BCjxVS2nJeGTcgPPU1V1HfYI5hLQA1174azrIzA5AW97ygJIzk5V5FTD3gdoFvW33yNI27XvY8vFV0%2BN5BbwaAA%3D%3D&language=en&preview_pb=0&share_item_id=6857283891431083269&timestamp=1596644332&tt_from=copy&u_code=d79md12b8d2dde&user_id=6715385249054934021&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,brought to you by memetic influence,,,
,datasets@memeticinfluence.com,,,
